University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,full_address,location,Latitude,Longitude
Alma College,Alma,MI,Presbyterian,40.44,41.41,50.0,44.461,"Alma College, Alma, MI","Alma College, 614, West Superior Street, Alma, Arcada Township, Gratiot County, Michigan, 48801, United States",43.38147395,-84.6713490300015
Macalester College,Saint Paul,MN,Presbyterian,58.67,44.67,53.47,53.791,"Macalester College, Saint Paul, MN","Macalester College, 1600, Grand Avenue, Macalester - Groveland, Saint Paul, Ramsey County, Minnesota, 55105, United States",44.9376942,-93.16929174410552
Belhaven University,Jackson,MS,Presbyterian,40.21,41.57,49.8,44.321,"Belhaven University, Jackson, MS","Belhaven University, 1500, Peachtree Street, Greater Belhaven, Jackson, Hinds County, Mississippi, 39202, United States",32.320139100000006,-90.1690571965284
Missouri Valley College,Marshall,MO,Presbyterian,42.23,40.13,48.88,44.472,"Missouri Valley College, Marshall, MO","Missouri Valley College, 500, East College Street, Marshall, Saline County, Missouri, 65340, United States",39.10644115,-93.19077080738803
Westminster College,Fulton,MO,Presbyterian,30.96,38.78,56.91,42.91,"Westminster College, Fulton, MO","Westminster College, Hackberry Street, Fulton, Callaway County, Missouri, 65251, United States",38.8489337,-91.9568394031446
Hastings College,Hastings,NE,Presbyterian,40.13,40.05,49.64,43.921,"Hastings College, Hastings, NE","Hastings College, 710, North Elm Avenue, Hastings, Adams County, Nebraska, 68901, United States",40.5943839,-98.36549671078184
Bloomfield College,Bloomfield,NJ,Presbyterian,23.48,40.75,49.48,37.338,"Bloomfield College, Bloomfield, NJ","Bloomfield College, Oakland Avenue, Bloomfield, Essex County, New Jersey, 07003, United States",40.79519845,-74.19382455603869
Davidson College,Davidson,NC,Presbyterian,62.13,44.79,57.53,56.824,"Davidson College, Davidson, NC","Davidson College, Thompson Street, Downtown, Davidson, Mecklenburg County, North Carolina, 28036, United States",35.5032193,-80.83393027613258
Johnson C Smith University,Charlotte,NC,Presbyterian,41.57,40.21,51.71,45.357,"Johnson C Smith University, Charlotte, NC","Johnson C. Smith University, 100, Beatties Ford Road, Biddleville, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.24379475,-80.85543225981756
Lees-McRae College,Banner Elk,NC,Presbyterian,38.06,40.32,49.32,43.019,"Lees-McRae College, Banner Elk, NC","Lees-McRae College, 191, Main Street West, North Campus, Banner Elk, Avery County, North Carolina, 28604, United States",36.15271495,-81.88158941244929
William Peace University,Raleigh,NC,Presbyterian,38.51,39.94,50.36,43.539,"William Peace University, Raleigh, NC","William Peace University, 15, East Peace Street, Historic Oakwood, Seaboard Station, Raleigh, Wake County, North Carolina, 27604, United States",35.7895729,-78.63722585982836
St. Andrews University,Laurinburg,NC,Presbyterian,40.13,38.9,46.77,42.542,"St. Andrews University, Laurinburg, NC","Saint Andrews University, 1700, Dogwood Mile, College Park South, Laurinburg, Scotland County, North Carolina, 28352, United States",34.7407164,-79.4814373
University of Jamestown,Jamestown,ND,Presbyterian,32.85,41.45,49.56,41.257,"University of Jamestown, Jamestown, ND","University of Jamestown, 7th Street Northeast, Jamestown, Stutsman County, North Dakota, 58405, United States",46.9138872,-98.69703370758988
Muskingum University,New Concord,OH,Presbyterian,40.21,42.94,50.08,44.706,"Muskingum University, New Concord, OH","Muskingum University, McCalls Lane, New Concord, Muskingum County, Ohio, 43762, United States",39.9995479,-81.73888231752169
University of Tulsa,Tulsa,OK,Presbyterian,44.24,52.31,54.74,50.056,"University of Tulsa, Tulsa, OK","University of Tulsa, East 8th Street, Kendall-Whittier, Tulsa, Tulsa County, Oklahoma, 74104, United States",36.1523306,-95.94596023877985
Arcadia University,Glenside,PA,Presbyterian,39.4,48.84,48.84,45.065,"Arcadia University, Glenside, PA","Arcadia University, 450, South Easton Road, Oak Summit, Glenside, Cheltenham Township, Montgomery County, Pennsylvania, 19038, United States",40.0917501,-75.16511509669805
Geneva College,Beaver Falls,PA,Presbyterian,32.38,40.75,45.74,39.4,"Geneva College, Beaver Falls, PA","Geneva College, 3200, College Avenue, College Hill, Beaver Falls, Beaver County, Pennsylvania, 15010, United States",40.77108845,-80.32171346880179
Lafayette College,Easton,PA,Presbyterian,55.57,46.49,52.51,52.531,"Lafayette College, Easton, PA","Lafayette College, 730, High Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States",40.6986835,-75.20924604652205
Waynesburg University,Waynesburg,PA,Presbyterian,34.83,42.15,49.0,41.965,"Waynesburg University, Waynesburg, PA","Waynesburg University, North Washington Street, Waynesburg, Greene County, Pennsylvania, 15370, United States",39.8992531,-80.18633971576111
Westminster College,New Wilmington,PA,Presbyterian,34.61,40.59,51.24,42.462,"Westminster College, New Wilmington, PA","Westminster College, 319, South Market Street, New Wilmington, Lawrence County, Pennsylvania, 16172, United States",41.1182434,-80.32868957389215
Erskine College,Due West,SC,Presbyterian,45.82,38.86,50.32,46.231,"Erskine College, Due West, SC","Erskine College, West Cleveland Street, Due West, Abbeville County, South Carolina, 29639, United States",34.33219835,-82.39299839413458
Presbyterian College,Clinton,SC,Presbyterian,37.15,40.67,51.68,43.67,"Presbyterian College, Clinton, SC","Presbyterian College, West Maple Street, Clinton, Laurens County, South Carolina, 29325, United States",34.46275055,-81.86717708775335
Bethel University,McKenzie,TN,Presbyterian,38.71,45.03,48.92,44.06,"Bethel University, McKenzie, TN","Bethel University, 325, Cherry Avenue, McKenzie, Carroll County, West Tennessee, Tennessee, 38201, United States",36.14145385,-88.51552576233773
King University,Bristol,TN,Presbyterian,29.74,41.49,49.32,39.926,"King University, Bristol, TN","King University, 1350, King College Road, Springdale, Bristol, Sullivan County, East Tennessee, Tennessee, 37620, United States",36.5877694,-82.15980141522917
Maryville College,Maryville,TN,Presbyterian,45.54,39.97,50.76,46.517,"Maryville College, Maryville, TN","Maryville College, 502, East Lamar Alexander Parkway, Hillsdale, Maryville, Blount County, East Tennessee, Tennessee, 37804, United States",35.751472,-83.9642249
Rhodes College,Memphis,TN,Presbyterian,48.17,44.35,50.56,48.363,"Rhodes College, Memphis, TN","Rhodes College, The Cut, Memphis, Shelby County, West Tennessee, Tennessee, 38112, United States",35.15564375,-89.98893549446169
Tusculum University,Greeneville,TN,Presbyterian,28.6,42.23,49.28,39.601,"Tusculum University, Greeneville, TN","Tusculum University, 60, Shiloh Road, Tusculum, Greeneville, Greene County, East Tennessee, Tennessee, 37743, United States",36.1720416,-82.75920079647051
Austin College,Sherman,TX,Presbyterian,43.88,41.84,51.52,46.531,"Austin College, Sherman, TX","Austin College, 900, North Grand Avenue, Sherman, Grayson County, Texas, 75090, United States",33.6474084,-96.59801788312646
Schreiner University,Kerrville,TX,Presbyterian,49.48,40.52,67.04,54.719,"Schreiner University, Kerrville, TX","Schreiner University, 2100, Memorial Boulevard, Kerrville, Kerr County, Texas, 78028, United States",30.03127035,-99.13024647445344
Trinity University,San Antonio,TX,Presbyterian,81.57,47.25,56.67,64.745,"Trinity University, San Antonio, TX","Trinity University, East Hollywood Avenue, Monte Vista, San Antonio, Bexar County, Texas, 78212, United States",29.4616913,-98.48350834832186
Hampden-Sydney College,Hampden-Sydney,VA,Presbyterian,35.9,40.25,52.23,43.306,"Hampden-Sydney College, Hampden-Sydney, VA","Hampden-Sydney College, College Road, The Birthplace, Hampden Sydney, Prince Edward County, Virginia, 23943, United States",37.24237495,-78.46056918726649
Mary Baldwin University,Staunton,VA,Presbyterian,31.74,46.22,48.88,41.494,"Mary Baldwin University, Staunton, VA","Mary Baldwin University, East Frederick Street, Newtown, Staunton, Virginia, 24401, United States",38.15402875,-79.06819740463007
Whitworth University,Spokane,WA,Presbyterian,68.97,47.61,50.6,57.349,"Whitworth University, Spokane, WA","Whitworth University, North Whitehouse Street, Fairwood, Spokane County, Washington, 99251, United States",47.75418125,-117.41788646350028
Davis & Elkins College,Elkins,WV,Presbyterian,30.26,39.47,70.54,48.224,"Davis & Elkins College, Elkins, WV","Davis and Elkins College, Sycamore Street, Elkins, Randolph County, West Virginia, 26241, United States",38.93325345,-79.84355971087138
Carroll University,Waukesha,WI,Presbyterian,61.71,50.04,52.95,55.872,"Carroll University, Waukesha, WI","Carroll University, 100, North East Avenue, Waukesha, Waukesha County, Wisconsin, 53186, United States",43.00395265,-88.22926408934816
Chapman University,Orange,CA,Protestant,98.93,76.91,49.52,74.752,"Chapman University, Orange, CA","Chapman University, 1, University Drive, Orange, Orange County, California, 92866, United States",33.79338165,-117.85169594598702
Hope International University,Fullerton,CA,Protestant,27.99,41.72,48.44,38.919,"Hope International University, Fullerton, CA","Hope International University, Titan Drive, Fullerton, Orange County, California, 92831, United States",33.8763883,-117.88556902972496
Point Loma Nazarene University,San Diego,CA,Protestant,65.98,56.36,49.08,57.293,"Point Loma Nazarene University, San Diego, CA","Point Loma Nazarene University, Lomaland Drive, Wooded Area, Point Loma, San Diego, San Diego County, California, 92107, United States",32.7169659,-117.2510853
William Jessup University,Rocklin,CA,Protestant,32.46,43.8,48.56,41.171,"William Jessup University, Rocklin, CA","William Jessup University, University Avenue, Rocklin, Placer County, California, 95765, United States",38.8200917,-121.29249035478844
Northwest Nazarene University,Nampa,ID,Protestant,39.09,43.96,50.56,44.654,"Northwest Nazarene University, Nampa, ID","Northwest Nazarene University, Holly Street, Nampa, Canyon County, Idaho, 83686, United States",43.5610104,-116.56582397087747
Eureka College,Eureka,IL,Protestant,30.5,38.94,50.24,40.088,"Eureka College, Eureka, IL","Eureka College, 300, East College Avenue, Eureka, Woodford County, Illinois, 61530, United States",40.71304545,-89.26588087495756
North Park University,Chicago,IL,Protestant,51.24,45.7,50.52,49.845,"North Park University, Chicago, IL","North Park University, 3225, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",41.97487485,-87.70538274756231
Trinity International University-Illinois,Deerfield,IL,Protestant,21.56,40.71,47.57,35.798,"Trinity International University-Illinois, Deerfield, IL","Trinity International University, 2065, Half Day Road, Deerfield, Lake County, Illinois, 60015, United States",42.19529545,-87.87910360426022
Bethel University,Mishawaka,IN,Protestant,33.69,41.02,49.08,41.315,"Bethel University, Mishawaka, IN","Bethel University, 1001, Bethel Circle, Mishawaka, Saint Joseph County, Indiana, 46545, United States",41.6763764,-86.19332967026835
Central College,Pella,IA,Protestant,38.21,40.17,50.28,43.433,"Central College, Pella, IA","Central College, 812, University Street, Pella, Lake Prairie Township, Marion County, Iowa, 50219, United States",41.4036435,-92.93159877729258
Northwestern College,Orange City,IA,Protestant,36.35,44.16,51.68,44.047,"Northwestern College, Orange City, IA","Northwestern College, 101, 7th Street Southwest, Orange City, Sioux County, Iowa, 51041, United States",42.9994485,-96.0543218266804
MidAmerica Nazarene University,Olathe,KS,Protestant,33.0,42.19,56.04,44.059,"MidAmerica Nazarene University, Olathe, KS","MidAmerica Nazarene University, East College Way, Olathe, Johnson County, Kansas, 66062, United States",38.87397135,-94.782189935796
Midway University,Midway,KY,Protestant,37.37,41.64,49.28,42.991,"Midway University, Midway, KY","Midway University, 512, East Stephens Street, Midway, Woodford County, Kentucky, 40347, United States",38.14316615,-84.6730591943697
Transylvania University,Lexington,KY,Protestant,37.07,39.97,50.96,43.21,"Transylvania University, Lexington, KY","Transylvania University, West Third Street, Northside, Lexington, Fayette County, Kentucky, 40707, United States",38.053107,-84.49398715778406
Eastern Nazarene College,Quincy,MA,Protestant,24.13,39.17,49.36,37.235,"Eastern Nazarene College, Quincy, MA","Eastern Nazarene College, 23, East Elm Avenue, Wollaston Park, North Quincy, Quincy, Norfolk County, Massachusetts, 02170, United States",42.2719128,-71.01063647394558
Wheaton College (Massachusetts),Norton,MA,Protestant,49.24,42.94,49.88,48.237,"Wheaton College (Massachusetts), Norton, MA","Wheaton College, 26, East Main Street, East Norton, Norton, Bristol County, Massachusetts, 02766, United States",41.9670817,-71.1830931786674
Calvin University,Grand Rapids,MI,Protestant,60.95,49.0,51.71,54.864,"Calvin University, Grand Rapids, MI","Calvin University, 3201, Burton Street Southeast, Third Ward, Grand Rapids, Kent County, Michigan, 49546, United States",42.9320314,-85.58036402193719
Grace Christian University,Wyoming,MI,Protestant,26.8,40.83,48.76,38.394,"Grace Christian University, Wyoming, MI","Grace Christian University, 1011, Aldon Street Southwest, Wyoming, Kent County, Michigan, 49509, United States",42.9191842,-85.69025938006718
Great Lakes Christian College,Lansing,MI,Protestant,26.86,38.02,48.21,37.636,"Great Lakes Christian College, Lansing, MI","Great Lakes Christian College, 6211, West Willow Highway, Waverly, Lansing, Delta Charter Township, Eaton County, Michigan, 48917, United States",42.75431465,-84.63851156802842
Hope College,Holland,MI,Protestant,81.19,46.53,55.76,64.085,"Hope College, Holland, MI","Hope College, 141, East 12th Street, Holland, Ottawa County, Michigan, 49423, United States",42.786724500000005,-86.09964267156195
Kuyper College,Grand Rapids,MI,Protestant,24.67,37.9,44.47,35.239,"Kuyper College, Grand Rapids, MI","Kuyper College, 3333, East Beltline Avenue Northeast, Grand Rapids, Grand Rapids Charter Township, Kent County, Michigan, 49525, United States",43.0226231,-85.59218988093869
Calvary University,Kansas City,MO,Protestant,24.2,38.59,51.64,38.059,"Calvary University, Kansas City, MO","Calvary University, Randolph Street, Kansas City, Cass County, Missouri, 64147, United States",38.837399000000005,-94.54678318732306
